pitch,yaw,tick,steamid
1.9212341,174.272,32036,76561198410519875
1.9013214,174.17313,32037,76561198410519875
1.8814087,174.05432,32038,76561198410519875
1.8220215,173.79684,32039,76561198410519875
1.762619,173.65814,32040,76561198410519875
1.7427063,173.59875,32041,76561198410519875
1.6833191,173.49951,32042,76561198410519875
1.6438293,173.38074,32043,76561198410519875
1.6239166,173.16309,32044,76561198410519875
1.6239166,173.04395,32045,76561198410519875
1.6637421,172.70749,32046,76561198410519875
1.7032166,172.48947,32047,76561198410519875
1.7825317,171.99438,32048,76561198410519875
1.8220215,171.43994,32049,76561198410519875
1.8618469,170.78625,32050,76561198410519875
1.8814087,170.56857,32051,76561198410519875
1.9013214,170.25171,32052,76561198410519875
1.9013214,170.21185,32053,76561198410519875
1.9013214,170.21185,32054,76561198410519875
1.9013214,170.21185,32055,76561198410519875
1.9013214,170.21185,32056,76561198410519875
1.9013214,170.19229,32057,76561198410519875
1.9013214,170.1724,32058,76561198410519875
1.9013214,170.09308,32059,76561198410519875
1.9013214,169.93481,32060,76561198410519875
1.9013214,169.6773,32061,76561198410519875
1.8814087,169.18188,32062,76561198410519875
1.841919,168.84546,32063,76561198410519875
1.7427063,168.03348,32064,76561198410519875
1.6043396,167.22153,32065,76561198410519875
1.4258118,166.38965,32066,76561198410519875
1.2081604,165.59726,32067,76561198410519875
1.0100555,164.8447,32068,76561198410519875
0.87135315,164.36954,32069,76561198410519875
0.5942993,163.41888,32070,76561198410519875
0.29696655,162.4284,32071,76561198410519875
0.15861511,161.99274,32072,76561198410519875
-0.11878967,161.20068,32073,76561198410519875
-0.336792,160.52707,32074,76561198410519875
-0.51498413,159.89331,32075,76561198410519875
-0.71307373,159.14075,32076,76561198410519875
-0.8119507,158.88324,32077,76561198410519875
-0.9901428,158.26938,32078,76561198410519875
-1.0893555,157.7149,32079,76561198410519875
-1.1288452,157.41794,32080,76561198410519875
-1.1487579,157.33862,32081,76561198410519875
-1.2081604,157.10107,32082,76561198410519875
-1.2675476,156.94244,32083,76561198410519875
-1.3070374,156.74435,32084,76561198410519875
-1.3269348,156.62555,32085,76561198410519875
-1.3468628,156.46729,32086,76561198410519875
-1.3863373,156.38797,32087,76561198410519875
-1.40625,156.32858,32088,76561198410519875
-1.4258118,156.30865,32089,76561198410519875
-1.4656372,156.2692,32090,76561198410519875
-1.5250397,156.22937,32091,76561198410519875
-1.5844421,156.18988,32092,76561198410519875
