pitch,yaw,tick,steamid
0.079315186,-5.8519287,56241,76561199039565051
0.079315186,-5.576935,56242,76561199039565051
0.13424683,-4.9167175,56243,76561199039565051
0.16171265,-4.036789,56244,76561199039565051
0.16171265,-3.5142517,56245,76561199039565051
0.16171265,-3.2945251,56246,76561199039565051
0.18917847,-2.9917145,56247,76561199039565051
0.18917847,-2.909317,56248,76561199039565051
0.18917847,-2.909317,56249,76561199039565051
0.18917847,-2.909317,56250,76561199039565051
0.18917847,-2.909317,56251,76561199039565051
0.18917847,-2.909317,56252,76561199039565051
0.18917847,-2.909317,56253,76561199039565051
0.18917847,-2.909317,56254,76561199039565051
0.18917847,-2.909317,56255,76561199039565051
0.18917847,-2.909317,56256,76561199039565051
0.18917847,-2.8818512,56257,76561199039565051
0.3817749,-2.2219849,56258,76561199039565051
0.6842346,-1.0945129,56259,76561199039565051
0.87649536,-0.24169922,56260,76561199039565051
1.7289734,3.5530396,56261,76561199039565051
2.4441223,6.7157288,56262,76561199039565051
2.856781,8.448151,56263,76561199039565051
3.709259,13.837967,56264,76561199039565051
3.7916565,17.2482,56265,76561199039565051
3.8191223,18.843262,56266,76561199039565051
3.8191223,21.40068,56267,76561199039565051
3.7641907,24.12323,56268,76561199039565051
3.709259,24.700699,56269,76561199039565051
3.6265259,25.3331,56270,76561199039565051
3.5715942,25.49823,56271,76561199039565051
3.5715942,25.525696,56272,76561199039565051
3.5441284,25.49823,56273,76561199039565051
3.461731,25.250702,56274,76561199039565051
3.4342651,25.168304,56275,76561199039565051
3.3789825,25.058105,56276,76561199039565051
3.296585,25.003174,56277,76561199039565051
3.0490417,24.865494,56278,76561199039565051
2.9391785,24.810562,56279,76561199039565051
2.7191162,24.728165,56280,76561199039565051
2.7191162,24.728165,56281,76561199039565051
2.499054,24.618301,56282,76561199039565051
2.4441223,24.590485,56283,76561199039565051
2.4441223,24.590485,56284,76561199039565051
2.4441223,24.590485,56285,76561199039565051
2.4441223,24.590485,56286,76561199039565051
2.4441223,24.590485,56287,76561199039565051
2.4441223,24.590485,56288,76561199039565051
2.3617249,23.985565,56289,76561199039565051
2.334259,23.023224,56290,76561199039565051
2.334259,22.41829,56291,76561199039565051
2.2515106,20.108063,56292,76561199039565051
2.0867157,19.228134,56293,76561199039565051
1.2891846,15.90065,56294,76561199039565051
1.0141754,14.690781,56295,76561199039565051
0.60150146,11.03302,56296,76561199039565051
0.57403564,9.878082,56297,76561199039565051
0.49163818,7.2382812,56298,76561199039565051
0.40924072,6.7431946,56299,76561199039565051
0.051498413,6.1104584,56300,76561199039565051
-0.030899048,6.165741,56301,76561199039565051
-0.05836487,6.193207,56302,76561199039565051
-0.05836487,6.193207,56303,76561199039565051
-0.05836487,6.193207,56304,76561199039565051
-0.05836487,6.193207,56305,76561199039565051
-0.05836487,6.193207,56306,76561199039565051
-0.05836487,6.193207,56307,76561199039565051
-0.05836487,6.193207,56308,76561199039565051
0.106781006,6.028061,56309,76561199039565051
0.18917847,5.863266,56310,76561199039565051
0.43670654,4.9555206,56311,76561199039565051
0.46417236,4.598114,56312,76561199039565051
0.46417236,3.910797,56313,76561199039565051
0.46417236,2.975586,56314,76561199039565051
0.46417236,2.7829742,56315,76561199039565051
0.46417236,2.507965,56316,76561199039565051
0.46417236,2.4530334,56317,76561199039565051
0.46417236,2.3431702,56318,76561199039565051
0.46417236,2.095642,56319,76561199039565051
0.46417236,1.9857788,56320,76561199039565051
0.46417236,1.8206482,56321,76561199039565051
0.49163818,1.6829681,56322,76561199039565051
0.49163818,1.6829681,56323,76561199039565051
0.49163818,1.6829681,56324,76561199039565051
0.49163818,1.6829681,56325,76561199039565051
0.49163818,1.6829681,56326,76561199039565051
0.49163818,1.6829681,56327,76561199039565051
0.49163818,1.6829681,56328,76561199039565051
0.49163818,1.6555023,56329,76561199039565051
0.519104,1.5181732,56330,76561199039565051
0.5465698,1.407959,56331,76561199039565051
0.57403564,1.3255615,56332,76561199039565051
0.73916626,0.8579712,56333,76561199039565051
0.8215637,0.69317627,56334,76561199039565051
0.90431213,0.3907013,56335,76561199039565051
0.90431213,0.3907013,56336,76561199039565051
0.90431213,0.3907013,56337,76561199039565051
0.90431213,0.3907013,56338,76561199039565051
0.90431213,0.3907013,56339,76561199039565051
0.90431213,0.3907013,56340,76561199039565051
0.93177795,0.36323547,56341,76561199039565051
0.9867096,0.5005646,56342,76561199039565051
1.0965729,0.6382446,56343,76561199039565051
1.1515045,0.80303955,56344,76561199039565051
1.1789703,0.9942627,56345,76561199039565051
1.1789703,1.0179443,56346,76561199039565051
1.1789703,1.0179443,56347,76561199039565051
1.1789703,1.0179443,56348,76561199039565051
1.2033386,1.0055847,56349,76561199039565051
1.2277222,0.96920776,56350,76561199039565051
1.276474,0.8222656,56351,76561199039565051
1.276474,0.78585815,56352,76561199039565051
1.276474,0.54141235,56353,76561199039565051
1.276474,0.33337402,56354,76561199039565051
1.276474,0.22351074,56355,76561199039565051
1.276474,-0.13079834,56356,76561199039565051
1.276474,-0.26538086,56357,76561199039565051
1.276474,-0.50982666,56358,76561199039565051
1.276474,-0.75427246,56359,76561199039565051
1.276474,-0.97435,56360,76561199039565051
1.276474,-1.2431641,56361,76561199039565051
1.276474,-1.3166504,56362,76561199039565051
1.2888336,-1.4752502,56363,76561199039565051
1.2888336,-1.4876099,56364,76561199039565051
1.2888336,-1.4999695,56365,76561199039565051
1.2888336,-1.4999695,56366,76561199039565051
1.2888336,-1.4999695,56367,76561199039565051
1.2888336,-1.4999695,56368,76561199039565051
1.2888336,-1.4999695,56369,76561199039565051
1.2888336,-1.4999695,56370,76561199039565051
1.2888336,-1.4999695,56371,76561199039565051
1.2888336,-1.4999695,56372,76561199039565051
1.2888336,-1.4999695,56373,76561199039565051
1.2888336,-1.4999695,56374,76561199039565051
1.2888336,-1.4999695,56375,76561199039565051
1.2888336,-1.4999695,56376,76561199039565051
1.2888336,-1.4999695,56377,76561199039565051
1.2888336,-1.4999695,56378,76561199039565051
1.2888336,-1.5274353,56379,76561199039565051
